page_id,title,is_redirect,is_disambiguation,qid,length_chars,words,references,images,internal_links,categories
569766,Сортүбек,0,0,Q16699713,2073,211,0,0,6,1
569784,Борнхольм,0,0,Q769680,2338,258,2,1,7,2
569805,"№96-темір жол айрығы ""Кеңес""",0,0,Q18398764,2471,249,0,0,4,1
569806,№98-темір жол айрығы (Қызылорда облысы),0,0,Q18398767,2532,260,0,0,5,1
569808,№99-темір жол айрығы,0,0,Q16690913,3058,290,1,0,6,2
569809,№101-темір жол айрығы,0,0,Q16690742,3070,289,1,0,6,2
569810,№102-темір жол айрығы (Қызылорда облысы),0,0,Q16690749,3102,292,1,0,6,2
569811,№103-темір жол айрығы,0,0,Q16690752,2549,259,0,0,5,2
569826,Анакөл,0,0,Q16273073,2578,240,1,0,6,2
569827,Қызылтам,0,0,Q16669494,2587,240,1,0,6,2
569828,Таңшапағы,0,0,Q16704583,2042,207,0,0,5,1
569832,Шавкат Миромонұлы Мирзиёев,0,0,Q57808,23985,2520,14,3,90,5
569845,Trade agreement,0,0,Q252550,9149,1067,5,1,65,2
569923,Лигниц түбіндегі шайқас,0,0,Q159512,4392,567,1,1,2,1
569928,Ботабекова Тұрсынгүл Көпжасарқызы,0,0,Q27826499,4817,525,0,0,4,15
569961,Гулливер (Алпауыт),0,0,Q31195667,1481,198,0,0,0,0
569966,Дүниежүзілік экономикалық дағдарыс ( 2008 жылдан бастап ),0,0,Q31195671,4615,543,0,0,0,0
569971,Эстафета,0,0,Q327742,2145,172,5,0,0,0
569972,Макраме (өрнектеп тоқу),0,0,Q31195673,5194,746,1,0,0,0
569974,Диірментөбе,0,0,Q16644443,2593,239,1,0,6,2
569976,Кемесалған,0,0,Q16663088,1998,201,0,0,5,1
569979,Ордазы,0,0,Q16683263,2547,234,1,0,6,2
569982,Шошқакөл (ауыл),0,0,Q12570512,2012,202,0,0,5,1
569985,Қорқыт (станция),0,0,Q16665840,2873,274,1,0,6,2
569988,Сарытоғай (Қызылорда облысы),0,0,Q16694835,2597,240,1,0,6,2
569992,Ашу процесі,0,0,Q31194133,2516,304,0,0,0,0
570015,Видеотелефония,0,0,Q854954,27951,2731,24,8,70,4
570057,Айдар (Қостанай облысы),0,0,Q16533035,3071,307,2,0,7,1
570090,Шалқар (Қызылорда облысы),0,0,Q16719184,2069,209,0,0,5,1
570091,Ысмайыл тамы,0,0,Q16698708,2057,209,0,0,5,1
570095,Иіркөл (Қармақшы ауданы),0,0,Q16656152,3005,288,2,0,10,1
570097,Аңдар шаһары,0,0,Q15270647,5866,830,0,0,19,3
570135,Қыш ісі,0,0,Q31194142,2897,375,0,0,0,3
570138,Рашид Темірболатұлы Сәрсенов,0,0,Q4408778,3311,324,3,0,11,4
570152,Сақалды акулалар отряды,0,0,Q31194143,3512,449,1,0,0,2
570161,Мистер Пиклз,0,0,Q18152808,1737,193,1,0,9,4
570179,Тұрғантамы,0,0,Q16708445,2004,201,0,0,5,1
570184,Шобанқазған,0,0,Q16720727,2496,221,1,0,6,1
570195,Оскар (2017),0,0,Q22076019,24459,2625,2,1,297,1
570201,Досан,0,0,Q16646037,2572,233,1,0,6,1
570202,Айнакөл (Қызылорда облысы),0,0,Q16272191,2656,241,1,0,6,1
570206,"Қараөзек (ауыл, Қызылорда облысы)",0,0,Q16661712,2613,236,1,0,6,1
570208,Гастрошизис,0,0,Q1495674,1363,169,1,0,0,0
570213,Акантокератодермия,0,0,Q31194144,1769,202,1,0,0,0
570214,"Қараөзек (станция, Қызылорда облысы)",0,0,Q16661715,2658,242,1,0,6,2
570216,Баймұрат батыр ауылы,0,0,Q16272395,2850,261,2,0,8,1
570217,Қалғандария,0,0,Q16657262,2817,252,2,0,7,1
570218,Қубас,0,0,Q16667677,2803,252,2,0,7,1
570220,Талдыарал (ауыл),0,0,Q16704336,2644,240,1,0,6,1
570222,Байқадам (Қызылорда облысы),0,0,Q16273647,2063,204,0,0,5,1
570242,Часодеи,0,0,Q16272338,3803,500,0,0,0,1
570244,Айрон-Бридж,0,0,Q647958,1404,133,0,4,2,2
570246,№11-темір жол айрығы,0,0,Q16690766,2091,211,0,0,5,1
570247,Бірқазан (ауыл),0,0,Q16274380,2558,232,1,0,6,1
570251,Талсуат,0,0,Q16704394,3036,289,2,0,9,1
570266,Хуан Мануэль Сантос,0,0,Q57311,30270,3177,24,18,125,11
570277,Әке (мини-сериал),0,0,Q31195678,2191,296,1,0,16,2
570319,Тасбөгет кенттік әкімдігі,0,0,Q25448161,992,120,1,0,6,1
570323,Ағыбет,0,0,Q16272112,2689,267,2,0,5,1
570324,Жаңаталап (Бәйдібек ауданы),0,0,Q16651114,2750,272,2,0,5,1
570325,Жұлдыз (Бәйдібек ауданы),0,0,Q16652410,2709,268,2,0,5,1
570327,Жолғабас,0,0,Q16652284,2755,273,2,0,5,1
570328,Кеңес (Түркістан облысы),0,0,Q16663123,2770,275,2,0,5,1
570329,Тұрақты,0,0,Q16708426,2761,274,2,0,5,1
570330,Ақбұлақ (Бәйдібек ауданы),0,0,Q16272337,2768,274,2,0,5,1
570353,Симпсондар,0,0,Q886,2079,209,1,2,22,2
570355,Атланта (телесериал),0,0,Q23016639,1774,254,3,0,12,1
570368,Саласпилс лагері,0,0,Q697919,2154,274,0,0,0,0
570376,Иван Дмитриевич Папанин,0,0,Q713943,4488,473,4,0,4,0
570378,Нұртаза Қоспанбетұлы,0,0,Q31194155,2358,270,0,0,0,0
570407,Компьютерлік платформа,0,0,Q241317,7407,831,8,1,38,1
570408,Панфилов ауылдық округі (Павлодар облысы),0,0,Q56367660,2873,300,7,0,16,1
570433,Бестоғай (Түркістан облысы),0,0,Q16274328,2757,274,2,0,5,1
570434,Қайнарбұлақ (Бәйдібек ауданы),0,0,Q16657084,2778,274,2,0,5,1
570435,Мәдениет (Бәйдібек ауданы),0,0,Q16673211,2766,275,2,0,5,1
570436,Қосбұлақ (Бәйдібек ауданы),0,0,Q16666216,2755,274,2,0,5,1
570437,Нұра (Бәйдібек ауданы),0,0,Q16681871,2910,289,3,0,6,1
570443,Ақжар (Бәйдібек ауданы),0,0,Q16533187,2937,286,3,0,5,1
570444,Амансай (Түркістан облысы),0,0,Q16273039,2746,272,2,0,5,1
570445,Жоғарғы Боралдай,0,0,Q16652264,2782,275,2,0,5,1
570446,Жыланды (Бәйдібек ауданы),0,0,Q16652523,2764,273,2,0,5,1
570447,Қаратас (Түркістан облысы),0,0,Q16661787,2777,274,2,0,5,1
570449,Сарыбұлақ (Түркістан облысы),0,0,Q16694783,2778,274,2,0,5,1
570450,Талап (Түркістан облысы),0,0,Q16704302,2768,274,2,0,5,1
570451,Түйетас,0,0,Q16708263,2757,273,2,0,5,1
570452,Теректі (Түркістан облысы),0,0,Q16705620,2755,273,2,0,5,1
570459,Алан Мур,0,0,Q205739,8587,1054,4,0,20,2
570493,Аружан Жазылбекова,0,0,Q31194159,1559,201,0,0,2,0
570501,Ақтас (Бәйдібек ауданы),0,0,Q16272623,2715,270,2,0,5,1
570502,Қошқарата (Бәйдібек ауданы),0,0,Q16666626,2932,284,3,0,6,1
570504,Алмалы (Бәйдібек ауданы),0,0,Q16272928,2979,289,3,0,6,1
570505,Жарықбас,0,0,Q16651351,2993,291,3,0,6,1
570506,Бәйдібек ата,0,0,Q16273630,2990,291,3,0,6,1
570508,Бекбау (Түркістан облысы),0,0,Q16273990,2500,250,1,0,7,1
570509,Екпінді (Бәйдібек ауданы),0,0,Q16648061,2759,274,2,0,5,1
570510,Жиенқұм,0,0,Q16651976,2743,273,2,0,5,1
570511,Сарқырама (Бәйдібек ауданы),0,0,Q16694716,2768,274,2,0,5,1
570531,Бірлік (Бәйдібек ауданы),0,0,Q16274388,2749,274,2,0,5,1
570532,Кеңестөбе,0,0,Q16663125,2779,276,2,0,5,1
570533,Ынтымақ (Бәйдібек ауданы),0,0,Q16721561,2950,289,3,0,6,1
570535,Жамбыл (Бәйдібек ауданы),0,0,Q16650928,2782,278,2,0,5,1
570536,Жүзімдік (Бәйдібек ауданы),0,0,Q16652336,2751,274,2,0,5,1
570537,Шыбыт,0,0,Q16721294,2726,273,2,0,5,1
570538,Тасқұдық (Бәйдібек ауданы),0,0,Q16704818,3033,296,3,0,6,1
570539,Аркадий Юрьевич Волож,0,0,Q4123823,8130,596,13,1,29,3
570540,Қызылжар (Бәйдібек ауданы),0,0,Q16669422,2757,274,2,0,5,1
570541,Қазата,0,0,Q16656953,3143,305,3,0,8,1
570545,Таңатар,0,0,Q16704524,2803,279,2,0,6,1
570546,Үсіктас,0,0,Q16710497,2748,273,2,0,5,1
570557,Сейілбек Шаухаманұлы Шаухаманов,0,0,Q4521051,2978,252,3,0,1,4
570582,Асүй телехикаясы,0,0,Q31194160,5575,820,0,0,0,0
570583,Лямблиоз,0,0,Q326071,6369,757,0,0,1,0
570608,Марсель Паньоль,0,0,Q236630,3305,411,0,1,0,0
570624,Free-float,0,0,Q283747,3087,289,0,0,8,2
570631,Ванга,0,0,Q229625,5975,783,0,1,24,5
570636,Оңтүстік Саябақ,0,0,Q16538,3362,336,0,3,3,2
570639,LP (әнші),0,0,Q6456303,4173,395,4,0,32,0
570686,Абай (Жетісай ауданы),0,0,Q15617730,2696,270,2,0,5,1
570688,Әуезов (ауыл),0,0,Q15617733,2684,269,2,0,5,1
570691,Жазықсай,0,0,Q15617732,2694,269,2,0,5,1
570695,Аз и Я,0,0,Q4053955,4803,636,0,0,3,3
570700,Компьютерлік қауіпсіздік,0,0,Q3510521,2445,205,2,1,3,1
570710,Дихан (Жетісай ауданы),0,0,Q15617731,2726,272,2,0,5,1
570711,Бәйтерек (Жетісай ауданы),0,0,Q65253507,2891,284,3,0,6,1
570712,Жағажай (ауыл),0,0,Q15617734,2670,268,2,0,5,1
570732,Көктөбе (Жетісай ауданы),0,0,Q15617736,2709,269,2,0,5,1
570734,Мұратбаев (Жетісай ауданы),0,0,Q16678651,2711,269,2,0,5,1
570735,Сейфуллин (Жолдасбай Ерәлиев ауылдық округі),0,0,Q15617608,2709,269,2,0,5,1
570736,Жетіқазына,0,0,Q16651860,2886,283,3,0,6,1
570741,Абибола,0,0,Q15617693,2656,268,2,0,5,1
570742,Алғабас (Қазыбек би ауылдық округі),0,0,Q15617695,2683,268,2,0,5,1
570744,Жамбыл (Қазыбек би ауылдық округі),0,0,Q15617698,2669,268,2,0,5,1
570745,Таубай ата ауылы,0,0,Q15617696,2884,291,3,0,5,1
570746,Қазыбек би ауылы,0,0,Q15617697,2739,274,2,0,5,1
570747,Ағынсай,0,0,Q15617685,2717,271,2,0,5,1
570748,Ақниет (Жетісай ауданы),0,0,Q65253494,2742,272,2,0,5,1
570749,Көрікті,0,0,Q15617684,2717,271,2,0,5,1
570751,Талапты (Ынтымақ ауылдық округі),0,0,Q15617690,2738,270,2,0,5,1
570754,Нұрауыл (Жетісай ауданы),0,0,Q15617692,2739,271,2,0,5,1
570756,Үшкөпір,0,0,Q15617686,2724,270,2,0,5,1
570757,Әден ата,0,0,Q15617689,2908,287,3,0,5,1
570759,Победа (Түркістан облысы),0,0,Q15617687,2688,270,2,0,5,1
570802,Юи Ёсиока,0,0,Q249719,3528,547,0,1,0,2
570810,Тамурапан,0,0,Q2618812,4337,615,0,0,1,3
570830,Қамажай,0,0,Q31194167,1836,223,2,0,13,2
570832,Азамат (Түркістан облысы),0,0,Q15617709,2644,264,2,0,5,1
570833,Азат (Түркістан облысы),0,0,Q15617573,2642,265,2,0,5,1
570834,Алаш (Мақтаарал ауданы),0,0,Q65253491,2613,263,2,0,5,1
570836,Наурыз (Түркістан облысы),0,0,Q15617713,2683,266,2,0,5,1
570837,Стас Александрович Покатилов,0,0,Q13369600,6798,783,0,0,18,8
570838,Мақтажан,0,0,Q15617710,2653,264,2,0,5,1
570839,Диқан (Мақтаарал ауданы),0,0,Q15617712,2676,265,2,0,5,1
570841,Шапағат,0,0,Q15617574,2645,264,2,0,5,1
570843,Иіржар,0,0,Q15617706,2685,267,2,0,5,1
570844,Рахимов,0,0,Q15617714,2663,264,2,0,5,1
570864,Азаттық (Мақтаарал ауданы),0,0,Q18396314,2688,266,2,0,5,1
570865,Жұлдыз (Мақтаарал ауданы),0,0,Q15617539,2705,267,2,0,5,1
570866,Нұрмұхамед Есентаев ауылы,0,0,Q15617658,2988,291,3,0,8,1
570867,Елқоныс,0,0,Q15617659,2680,263,2,0,5,1
570868,Амангелді (Мақтаарал ауданы),0,0,Q15617660,2697,265,2,0,5,1
570877,Ақалтын (Мақтаарал ауданы),0,0,Q15617541,2694,265,2,0,5,1
570878,Бақыт (ауыл),0,0,Q15617526,2660,264,2,0,5,1
570879,Шаттық,0,0,Q15617657,2682,264,2,0,5,1
570880,Мәдениет (Мақтаарал ауданы),0,0,Q15617655,2691,266,2,0,5,1
570881,Өркениет (Мақтаарал ауылдық округі),0,0,Q15617538,2697,266,2,0,5,1
570882,Тұлпар (ауыл),0,0,Q15617537,2672,264,2,0,5,1
570884,Еңбекші (Мақтаарал ауданы),0,0,Q15617540,2684,265,2,0,5,1
570885,Көкарал (Мақтаарал ауданы),0,0,Q15617528,2684,265,2,0,5,1
570886,Әл-Фараби (Мақтаарал ауданы),0,0,Q15617662,2948,290,3,0,6,1
570898,IV Генрих (Франция королі),0,0,Q936976,1199,148,1,1,0,2
570901,Канон Вакэсима,0,0,Q242113,4880,696,0,1,5,4
570903,I Людовик (Венгрия королі),0,0,Q53998,1520,184,1,1,0,1
570908,VI Митридат,0,0,Q185126,1294,162,1,0,0,0
570914,Пакаль,0,0,Q371384,1820,234,1,0,0,0
570919,III Педро (Арагон королі),0,0,Q312311,1401,184,1,1,0,0
570926,I Раджараджа Чола,0,0,Q2128757,1290,155,1,0,0,0
570953,Гальба,0,0,Q1414,1629,209,1,1,0,2
570969,Ақжол (Мақтаарал ауданы),0,0,Q15617583,2748,271,2,0,5,1
570970,Арайлы,0,0,Q15617588,2717,270,2,0,5,1
570972,Өргебас,0,0,Q15617586,2728,270,2,0,5,1
570973,Ұлы Теодорих,0,0,Q105105,1216,163,0,0,0,0
570974,Найман Бұқарбай ауылы,0,0,Q15617585,2911,286,3,0,6,1
570975,Нұрлыжол (Мақтаарал ауданы),0,0,Q15617582,2751,271,2,0,5,1
570976,I Феодосий,0,0,Q46696,1595,204,1,0,0,1
570978,II Шапур,0,0,Q234860,1556,198,1,0,0,1
570993,Си-о-Се Поль көпірі,0,0,Q31194170,830,109,1,0,0,0
570997,Жанаш Нұрмахан,0,0,Q31194174,2008,247,0,0,0,0
571000,Кутуб-минар мұнарасы,0,0,Q31194178,936,111,1,0,0,0
571001,Махмет Мүтиұлы Қажиахметов,0,0,Q31194179,10748,1380,0,0,1,0
571004,Брихандишвара ғибадатханасы,0,0,Q31194181,2128,252,1,0,0,0
571006,Егеуқұйрықтар ғибадатханасы,0,0,Q31194180,1316,166,1,0,0,0
571027,Аграрлық діндер,0,0,Q31194182,1726,206,2,0,0,0
571028,Альбигойшылар,0,0,Q2511685,2129,236,3,0,0,0
571029,Саяка Акимото,0,0,Q1091554,3204,301,4,1,0,2
571030,Лия Дизон,0,0,Q236142,4591,535,4,1,0,3
571051,Квакерлер,0,0,Q31194187,2119,253,2,0,0,0
571053,Прамонотеизм,0,0,Q4376428,1933,227,2,0,0,4
571054,Хасидизм,0,0,Q171201,1985,237,2,1,10,1
571056,Исмаилшылдар,0,0,Q31194191,1790,224,2,0,0,0
571059,Гусшілер,0,0,Q131372,2449,279,2,1,9,2
571074,Марина Иноуэ,0,0,Q1329906,4503,582,4,0,0,4
571076,Минако Котобуки,0,0,Q50029,2278,340,0,0,2,4
571078,Юка Игути,0,0,Q1183854,4538,736,0,0,0,4
571079,Нацуми Абэ,0,0,Q1142423,4590,625,0,0,0,3
571080,Маюми Иидзука,0,0,Q228512,4443,579,0,0,1,3
571082,Эрэна Оно,0,0,Q1150617,3770,432,0,0,0,3
571088,Аяка Умэда,0,0,Q1329721,4004,431,4,0,0,4
571096,Вуаль,0,0,Q6497446,1165,150,0,0,6,1
571097,Ильиншілдер,0,0,Q31194192,2020,250,2,0,0,0
571101,Иннокентийшілдер,0,0,Q31194196,1612,192,2,0,0,0
571104,Мисс Перегриннің оғаш балаларына арналған үйі (фильм),0,0,Q19321019,4445,610,2,0,5,4
571105,Иоанниттер,0,0,Q1671938,1741,193,2,0,0,0
571152,Ферт-оф-Тей,0,0,Q1765455,1700,200,0,1,21,0
571155,Ақтөбе (Жетісай ауданы),0,0,Q15617645,2741,272,2,0,5,1
571157,Жалпаққұм,0,0,Q15617551,2900,285,3,0,6,1
571159,Түркебай,0,0,Q15617550,2710,270,2,0,5,1
571160,Алғабас (Қызылқұм ауылдық округі),0,0,Q15617553,2736,271,2,0,5,1
571161,Алтынкөл (ауыл),0,0,Q15617647,2937,288,3,0,5,1
571162,Қызылту (Жетісай ауданы),0,0,Q15617549,2735,271,2,0,5,1
571163,Қосқұдық (Жетісай ауданы),0,0,Q15617552,2737,271,2,0,5,1
571164,Еңбекші (Жетісай ауданы),0,0,Q15617545,2736,271,2,0,5,1
571165,Мақталы (Қызылқұм ауылдық округі),0,0,Q15617547,2723,271,2,0,5,1
571166,Молшылық,0,0,Q15617548,2709,270,2,0,5,1
571167,Қарасақал (ауыл),0,0,Q15617519,2710,270,2,0,5,1
571168,Ақжайлау (Түркістан облысы),0,0,Q16635361,2743,272,2,0,5,1
571171,Көбек (Түркістан облысы),0,0,Q15617546,2715,271,2,0,5,1
571172,Датқа (ауыл),0,0,Q15617554,2884,287,3,0,5,1
571177,Целибат,0,0,Q191778,1027,121,2,0,0,0
571183,Хлыстар,0,0,Q1075460,1815,226,2,0,0,0
571184,Хедер,0,0,Q743097,699,91,2,0,0,0
571185,Сретение,0,0,Q65253734,1561,194,2,1,0,0
571186,Смородиншылар,0,0,Q31194203,1262,146,2,0,0,0
571195,Абсаттар Шәкірұлы Сманов,0,0,Q65253488,3976,389,5,0,7,4
571202,Футболдан 1994 жылғы әлем біріншілігі,0,0,Q101751,27066,2626,0,0,410,2
571207,Грекия Ұлттық футбол құрамасы,0,0,Q134925,8050,902,0,0,93,1
571209,Фернандо Морьентес,0,0,Q45567,4818,437,1,0,31,8
571215,Алғабас (Мақтаарал ауданы),0,0,Q15617739,2837,281,2,0,6,1
571216,Еркінабад,0,0,Q15617738,2723,270,2,0,5,1
571218,Табысты,0,0,Q15617729,2727,270,2,0,5,1
571219,Алмалы (Жетісай ауданы),0,0,Q15617670,2684,266,2,0,5,1
571220,Шолпанқұдық,0,0,Q15617667,2667,264,2,0,5,1
571221,Жайлаукөл (Түркістан облысы),0,0,Q15617666,2695,269,2,0,5,1
571222,Теміржол (ауыл),0,0,Q15617669,2853,279,3,0,6,1
571223,Алтынсарин (Түркістан облысы),0,0,Q15617665,2673,265,2,0,5,1
571224,Сарқырама (Жетісай ауданы),0,0,Q15617672,2682,266,2,0,5,1
571225,Дархан (Жетісай ауданы),0,0,Q16641812,2868,282,3,0,6,1
571226,Тың (Жетісай ауданы),0,0,Q15617673,2650,265,2,0,5,1
571227,Жібек жолы (Жетісай ауданы),0,0,Q65252921,2693,269,2,0,5,1
571228,Жетісу (Түркістан облысы),0,0,Q15617675,2865,283,3,0,5,1
571236,Мессианизм,0,0,Q630281,1331,159,2,0,0,0
571240,Неохристиандық,0,0,Q31194214,1866,219,2,0,0,0
571241,Попшылдар,0,0,Q2275221,1829,220,2,0,0,0
571243,Апатеизм,0,0,Q620834,1325,140,0,0,3,3
571245,Қоғалы (Жетісай ауданы),0,0,Q15617565,3156,326,2,0,10,1
571252,Футболдан 1950 жылғы әлем біріншілігі (финал),0,0,Q754483,14530,1910,0,1,48,5
571261,Солуэй-Моссе түбіндегі шайқас,0,0,Q2890025,2472,283,0,0,10,3
571294,Псалмалар,0,0,Q31194221,1192,151,2,0,0,0
571304,Рош-гашан,0,0,Q131028,1345,162,2,0,0,0
571312,Алпамыс (ауыл),0,0,Q16272940,2865,281,3,0,6,1
571315,Достық (Жетісай ауданы),0,0,Q15617724,2702,269,2,0,5,1
571320,Телеология,0,0,Q192121,1756,199,2,1,0,1
571358,Ерназар батыр Кенжалыұлы,0,0,Q31194228,1228,161,1,0,0,0
571367,Биоинженерия,0,0,Q580689,1899,201,0,0,2,3
571373,Духоборлар,0,0,Q1144579,1859,225,2,0,0,0
571374,Нұрпейіс Байғанин ескерткіші,0,0,Q31194227,850,109,1,0,0,0
571381,Мәні қорымы,0,0,Q31194231,2156,273,1,2,6,3
571385,Ведизм,0,0,Q194497,4096,517,3,1,3,0
571398,Исатай мешіті,0,0,Q31194236,5438,688,1,1,6,3
571410,Жапақ мазары,0,0,Q31194239,2666,374,1,0,3,3
571439,Есет-Дәрібай кесенесі,0,0,Q31194241,3720,513,1,0,7,3
571452,Еуропа (серік),0,0,Q3143,2365,342,0,1,3,1
571457,Назар тамы,0,0,Q31194243,2699,381,1,0,3,3
571458,Темірбек Жүргенов ескерткіші,0,0,Q31194245,559,61,1,1,0,0
571459,Мұқағали Назарұлы,0,0,Q31194249,685,85,1,0,0,0
571462,Сайлау (ауыл),0,0,Q15617638,2667,267,2,0,5,1
571463,Дүйсенбі Ахун мешіті,0,0,Q31194251,2744,368,1,0,7,3
571464,Байдала (Түркістан облысы),0,0,Q15617726,2876,282,3,0,6,1
571465,Жамбыл (Шаблан Ділдәбеков ауылдық округі),0,0,Q15617721,2685,268,2,0,5,1
571466,Қызылтаң (Түркістан облысы),0,0,Q15617598,2579,257,2,0,5,1
571467,Байжиен Үмбетов,0,0,Q31194252,1417,175,1,0,0,0
571468,Бірлік (Жетісай ауданы),0,0,Q15617723,2707,271,2,0,5,1
571471,Сырабат,0,0,Q15617597,2870,282,3,0,6,1
571473,Сұлубұлақ,0,0,Q15617596,2866,282,3,0,6,1
571474,Күрішті,0,0,Q15617600,2871,282,3,0,6,1
571475,Кемер (Жетісай ауданы),0,0,Q15617728,2876,283,3,0,6,1
571476,Жаңадала (Түркістан облысы),0,0,Q15617725,2697,268,2,0,5,1
571477,Жаныс кесенесі,0,0,Q31194254,2793,384,1,0,5,3
571478,Зерделі,0,0,Q15617722,2869,282,3,0,6,1
571480,Дәуімшар қорымы,0,0,Q4155276,2345,291,2,1,6,3
571499,Хакерлер (фильм),0,0,Q13908,2545,364,0,0,4,3
571539,Алтын кемер,0,0,Q15617618,3339,338,3,0,11,1
571540,Бейбітшілік (Түркістан облысы),0,0,Q15617616,2697,270,2,0,5,1
571541,Отан (ауыл),0,0,Q15617617,2697,270,2,0,5,1
571542,Атажұрт (Жетісай ауданы),0,0,Q15617615,2775,281,3,0,5,1
571544,Жүзімдік (Жетісай ауданы),0,0,Q15617619,2953,289,3,0,6,1
571553,Мырзашөл (ауыл),0,0,Q15617594,2747,274,2,0,5,1
571554,Қараой (Түркістан облысы),0,0,Q15617592,2725,272,2,0,5,1
571556,Әбдіхалық,0,0,Q15617593,2727,271,2,0,5,1
571590,Махаббат бекеті,0,0,Q27942922,3533,431,0,0,12,3
571599,Оқушылар сарайы (волейбол клубы),0,0,Q27942916,1981,276,0,0,1,3
571621,Жемісті (Жетісай ауданы),0,0,Q15617569,2727,274,2,0,5,1
571623,Жібекші,0,0,Q15617568,2868,287,3,0,6,1
571624,Баянды (Түркістан облысы),0,0,Q15617567,4185,457,3,0,10,1
571625,Талапты (Атамекен ауылдық округі),0,0,Q15617562,2714,274,2,0,5,1
571626,Қалпақсай,0,0,Q15617566,2879,287,3,0,6,1
571627,Тыңдала (Түркістан облысы),0,0,Q15617560,2725,274,2,0,5,1
571628,Ғабдуллин (ауыл),0,0,Q15617570,2699,273,2,0,5,1
571629,Ғарышкер (ауыл),0,0,Q16635825,2883,288,3,0,6,1
571630,Пірәлі,0,0,Q15617563,2873,287,3,0,6,1
571631,Әлімбетов,0,0,Q15617571,2701,273,2,0,5,1
571632,Мақташы (Жетісай ауданы),0,0,Q15617564,2738,274,2,0,5,1
571635,Атамұра (ауыл),0,0,Q15617681,2874,285,3,0,6,1
571637,Жаңажол (Мақтаарал ауданы),0,0,Q15617676,2718,271,2,0,5,1
571638,Жамбыл (Аязхан Қалыбеков ауылдық округі),0,0,Q15617677,2720,272,2,0,5,1
571639,Абат,0,0,Q15617678,2709,273,2,0,5,1
571640,Үлгілі (Мақтаарал ауданы),0,0,Q15617683,2720,274,2,0,5,1
571641,Төрткүл (Мақтаарал ауданы),0,0,Q15617523,2910,290,3,0,6,1
571642,Тұран (Қазақстан),0,0,Q15617682,2880,285,3,0,6,1
571655,Қазақстан әйелдер ұлттық гандбол құрамасы,0,0,Q942380,8645,1095,0,20,17,1
571657,Әл-Фараби (Жетісай ауданы),0,0,Q15617581,2681,270,2,0,5,1
571658,Баққоныс,0,0,Q15617575,2654,267,2,0,5,1
571659,Мырзашоқы,0,0,Q15617578,2661,267,2,0,5,1
571660,Сейфуллин (Жылысу ауылдық округі),0,0,Q15617577,2677,268,2,0,5,1
571661,Байқоныс (Түркістан облысы),0,0,Q15617580,2680,268,2,0,5,1
571668,Борис Михайлович Степанов,0,0,Q27940958,2541,255,0,0,22,9
571672,Семеру,0,0,Q270158,746,91,0,0,0,2
571675,Ғасырдан да ұзақ күн,0,0,Q2573255,1695,205,0,0,2,1
571677,Стефан Ольсдаль,0,0,Q342686,2164,274,0,0,14,0
571678,Помпоний Амальтео,0,0,Q598960,2238,241,0,0,21,1
571679,Батырхан (ауыл),0,0,Q15617704,2836,283,3,0,6,1
571680,Орысқұдық,0,0,Q15617644,2830,283,3,0,6,1
571681,Еңбек (Жетісай ауданы),0,0,Q15617705,2660,270,2,0,5,1
571682,Жорабек,0,0,Q15617559,2833,283,3,0,6,1
571683,Қараөзек (Түркістан облысы),0,0,Q15617556,2684,268,2,0,5,1
571685,Серікбай,0,0,Q15617521,2835,283,3,0,6,1
571686,Кетебай (Түркістан облысы),0,0,Q15617555,2667,268,2,0,5,1
571687,Қарақай,0,0,Q15617703,2654,267,2,0,5,1
571688,Хан моласы қорымы,0,0,Q122986060,2761,336,1,0,15,3
571689,Сәтбаев (Түркістан облысы),0,0,Q15617558,2694,271,2,0,5,1
571693,Қуаныш Жұбанов,0,0,Q31194261,1436,179,1,0,0,0
571694,Сейіт медресесі,0,0,Q31194264,949,121,1,0,0,0
571695,Геофит,0,0,Q3092468,1584,191,1,0,0,0
571697,Стенофагия,0,0,Q4441668,1216,146,1,0,0,0
571698,Стеллит,0,0,Q898546,619,74,0,0,0,0
571701,Сәңкібай батыр,0,0,Q31194266,1065,127,1,0,0,6
571702,Жазира Сайлауқызы Байырбекова,0,0,Q31194268,2625,252,1,0,8,1
571739,Бескетік,0,0,Q15617740,2714,273,2,0,5,1
571741,Көксу (Мақтаарал ауданы),0,0,Q15617741,2737,276,2,0,5,1
571742,Натрий гипохлориті,0,0,Q407204,1863,201,0,1,5,2
571743,Гүлістан (Қазақстан),0,0,Q15617610,3193,330,3,0,9,1
571744,Хайдар (ауыл),0,0,Q15617612,2898,288,3,0,5,1
571745,Исидор Барух,0,0,Q12752363,3141,377,0,0,21,0
571746,Абай (Мақтаарал ауданы),0,0,Q15617717,2901,287,3,0,5,1
571747,Кеңесшіл,0,0,Q15617718,2741,273,2,0,5,1
571748,Жамбыл (Жамбыл ауылдық округі),0,0,Q15617716,2730,271,2,0,5,1
571758,Франсуа Ла Варенн,0,0,Q127085,4452,530,0,0,20,0
571764,Мэри Макэлрой,0,0,Q254488,3545,408,0,0,38,0
571769,Роуз Кливленд,0,0,Q255611,3174,389,0,0,28,0
571786,Генри Дадли,0,0,Q18528505,906,120,0,0,0,2
571792,Ольга Владимировна Медынич,0,0,Q4287998,4148,507,0,0,54,0
571803,Антонио де Беллис,0,0,Q2427124,857,91,0,0,12,2
