p31,label_en,label_kk,label_ru,total_entities,covered_entities,missing_entities,coverage_pct,missing_pct
Q47345468,tennis tournament edition,tennis tournament edition,розыгрыш теннисного турнира,19,0,19,0.0,100.0
Q473972,protected area,protected area,природоохранная зона,88,31,57,35.23,64.77
Q47403752,tennis tournament edition by gender,tennis tournament edition by gender,tennis tournament edition by gender,3,0,3,0.0,100.0
Q47443726,recurring tennis tournament,recurring tennis tournament,recurring tennis tournament,8,0,8,0.0,100.0
Q47460286,national beach soccer team,national beach soccer team,сборная страны по пляжному футболу,1,0,1,0.0,100.0
Q47461344,written work,жазбаша туынды,письменная работа,1,1,0,100.0,0.0
Q47486890,former lake,former lake,бывшее озеро,6,3,3,50.0,50.0
Q47505416,confectionery,confectionery,кондитерская,1,1,0,100.0,0.0
Q47521,stream,stream,ручей,4,2,2,50.0,50.0
Q476028,association football club,футбол клубы,футбольный клуб,78,68,10,87.18,12.82
Q477449,,,,1,0,1,0.0,100.0
Q477544,new religious movement,жаңа діни қозғалыстар,новое религиозное движение,1,1,0,100.0,0.0
Q47913,intelligence agency,intelligence agency,спецслужба,1,1,0,100.0,0.0
Q48004378,esport competition,esport competition,киберспортивное соревнование,1,0,1,0.0,100.0
Q480242,statistical service,statistical service,статистическая служба,1,1,0,100.0,0.0
Q480260,local coat of arms,local coat of arms,герб муниципалитета,1,0,1,0.0,100.0
Q4806618,Asian Cycling Championships,Тас жол веложарыстарынан Азия чемпионаты,Чемпионат Азии по велоспорту,1,0,1,0.0,100.0
Q481289,official residence,резиденция,официальная резиденция,2,1,1,50.0,50.0
Q48204,voluntary association,Клуб,добровольная ассоциация,4,1,3,25.0,75.0
Q4830453,business,кәсіпорын,бизнес,81,36,45,44.44,55.56
Q483110,stadium,стадион,стадион,27,21,6,77.78,22.22
Q483453,,,,1,0,1,0.0,100.0
Q4835091,territory,territory,территориальная единица,1,0,1,0.0,100.0
Q48356,minaret,minaret,минарет,2,1,1,50.0,50.0
Q484652,international organization,халықаралық ұйымдар,международная организация,2,2,0,100.0,0.0
Q485027,body armor,body armor,доспехи,1,1,0,100.0,0.0
Q4867756,basketball tournament,basketball tournament,баскетбольный турнир,6,0,6,0.0,100.0
Q486972,human settlement,елді мекен,населённый пункт,2202,1863,339,84.6,15.4
Q489209,joint venture,Бірлескен кәсіпорын,совместное предприятие,2,0,2,0.0,100.0
Q492425,container terminal,container terminal,контейнерный терминал,1,0,1,0.0,100.0
Q4944646,Border outpost,Border outpost,Пограничная застава,1,0,1,0.0,100.0
Q4946461,spa town,Саяжай,курортный спа-городок,1,1,0,100.0,0.0
Q494829,bus station,автовокзал,автостанция,4,1,3,25.0,75.0
Q495430,general staff,Бас Штаб,Генеральный штаб,1,1,0,100.0,0.0
Q49773,social movement,Қоғамдық қозғалыс,общественное движение,2,1,1,50.0,50.0
Q498002,aerial tramway,aerial tramway,воздушный трамвай,2,0,2,0.0,100.0
Q4989906,monument,Ескерткіш,памятник,53,21,32,39.62,60.38
Q5,human,адам,человек,6,6,0,100.0,0.0
Q5003624,memorial,memorial,мемориал,6,2,4,33.33,66.67
Q50061750,Asian Road Cycling Championships - Women RR,Asian Road Cycling Championships - Women RR,Чемпионат Азии по шоссейному велоспорту - групповая гонка (женщины),2,0,2,0.0,100.0
Q50062728,Asian Road Cycling Championships - Women ITT,Asian Road Cycling Championships - Women ITT,Чемпионат Азии по шоссейному велоспорту - индивидуальная гонка (женщины),2,0,2,0.0,100.0
Q502102,,,,1,1,0,100.0,0.0
Q5061188,house of culture,house of culture,дом культуры,13,1,12,7.69,92.31
Q507619,retail chain,retail chain,сеть магазинов,2,0,2,0.0,100.0
Q5084,hamlet,деревня,деревня,2,2,0,100.0,0.0
Q51031626,sport competition at a multi-sport event,sport competition at a multi-sport event,вид спорта на мультиспортивных соревнованиях,14,4,10,28.57,71.43
Q51481377,women's association football club,women's association football club,женский футбольный клуб,5,2,3,40.0,60.0
Q515,city,қала,город,45,44,1,97.78,2.22
Q518261,cultural area,cultural area,историко-культурная область,1,1,0,100.0,0.0
Q51929311,,,,1,1,0,100.0,0.0
Q519608,classification yard,classification yard,сортировочная станция,1,0,1,0.0,100.0
Q52103661,former island,former island,бывший остров,4,2,2,50.0,50.0
Q52110228,geopolitical group,geopolitical group,геополитическое сообщество,1,1,0,100.0,0.0
Q5225895,public limited company,public limited company,public limited company,1,0,1,0.0,100.0
Q5257307,prize,Ұтыс,премия,1,0,1,0.0,100.0
Q5292,encyclopedia,энциклопедия,энциклопедия,1,1,0,100.0,0.0
Q53060,gate,Қақпа,ворота,3,2,1,66.67,33.33
Q53062420,nation in the Junior Eurovision Song Contest,nation in the Junior Eurovision Song Contest,страна на детском конкурсе Евровидение,2,1,1,50.0,50.0
Q532,village,ауыл,село,5,2,3,40.0,60.0
Q5341295,,,,1,1,0,100.0,0.0
Q53534649,cycling team season,cycling team season,сезон велокоманды,106,0,106,0.0,100.0
Q537127,road bridge,road bridge,автомобильный мост,5,1,4,20.0,80.0
Q53732481,nuclear test site,nuclear test site,nuclear test site,3,2,1,66.67,33.33
Q54047178,,,,1,1,0,100.0,0.0
Q54050,hill,төбе,холм,357,4,353,1.12,98.88
Q54074585,,,,1,1,0,100.0,0.0
Q54114,boulevard,Бульвар,бульвар,2,1,1,50.0,50.0
Q54660600,national cycling team,national cycling team,национальная сборная по велоспорту,1,0,1,0.0,100.0
Q549276,flotilla,Флотилия,флотилия,1,1,0,100.0,0.0
Q5503,,,,1,1,0,100.0,0.0
Q55043,,,,1,1,0,100.0,0.0
Q55075651,upland,Қырат,возвышенность,11,7,4,63.64,36.36
Q55135234,zone,zone,zone,1,0,1,0.0,100.0
Q55190120,narcological dispensary,наркологиялық диспансер,наркологический диспансер,2,2,0,100.0,0.0
Q55379753,handball federation,handball federation,гандбольная федерация,1,0,1,0.0,100.0
Q55392224,salt area,salt area,salt area,1,1,0,100.0,0.0
Q55456485,national statistical system,national statistical system,национальная статистическая система,1,0,1,0.0,100.0
Q55465414,lake channel,lake channel,lake channel,1,0,1,0.0,100.0
Q55470128,intermittent oxbow lake,intermittent oxbow lake,intermittent oxbow lake,7,0,7,0.0,100.0
Q55470156,intermittent salt lake,intermittent salt lake,сезонное солёное озеро,39,2,37,5.13,94.87
Q55488,railway station,темір жол стансасы,железнодорожная станция,284,50,234,17.61,82.39
Q55493,goods station,goods station,грузовая железнодорожная станция,5,1,4,20.0,80.0
Q5558483,,,,2,2,0,100.0,0.0
Q55650689,Wikidata property for authority control for writers,Wikidata property for authority control for writers,свойство для нормативного контроля писателей,2,0,2,0.0,100.0
Q55659167,natural watercourse,natural watercourse,естественный водоток,8,1,7,12.5,87.5
Q5567362,,,,1,0,1,0.0,100.0
Q55678,railway stop,railway stop,остановочный пункт на железной дороге,2,0,2,0.0,100.0
Q55818,impact crater,Метеориттік кратер,ударный кратер,2,1,1,50.0,50.0
Q55958305,languages of a country,languages of a country,языки страны,1,1,0,100.0,0.0
Q55977691,Wikidata property for authority control for administrative subdivisions,Wikidata property for authority control for administrative subdivisions,свойство Викиданных для нормативного контроля административных единиц,1,0,1,0.0,100.0
Q56019,military rank,Әскери атақтар,воинское звание,1,0,1,0.0,100.0
Q56061,administrative territorial entity,әкімшілік-аумақтық бөлініс,административно-территориальная единица,14,12,2,85.71,14.29
Q56190453,memorial complex,memorial complex,мемориальный комплекс,4,4,0,100.0,0.0
Q56242215,Catholic cathedral,Catholic cathedral,католический собор,1,0,1,0.0,100.0
Q56242225,Eastern Orthodox cathedral,Eastern Orthodox cathedral,кафедральный православный собор,8,4,4,50.0,50.0
Q56249389,Wikidata property to identify railway stations,Wikidata property to identify railway stations,свойство Викиданных для идентификации железнодорожных станций,1,0,1,0.0,100.0
Q56257551,sea terminal,marine terminal,морской терминал,1,0,1,0.0,100.0
Q56276798,rhythm dance,rhythm dance,rhythm dance,1,0,1,0.0,100.0
Q56312706,recreation park,recreation park,парк культуры и отдыха,1,0,1,0.0,100.0
Q56377753,,,проектный институт,1,1,0,100.0,0.0
Q56490294,bench with statue,bench with statue,скамейка с памятником,1,0,1,0.0,100.0
Q56507866,gulag camp,gulag camp,ГУЛАГ,1,1,0,100.0,0.0
Q56610307,rally raid race,rally raid race,rally raid race,1,0,1,0.0,100.0
Q5681048,partial solar eclipse,partial solar eclipse,частное солнечное затмение,1,0,1,0.0,100.0
Q568407,location identifier,location identifier,код аэропорта,1,0,1,0.0,100.0
Q5691927,annular solar eclipse,annular solar eclipse,кольцеобразное солнечное затмение,1,0,1,0.0,100.0
Q57208171,section of watercourse,section of watercourse,участок реки,1,1,0,100.0,0.0
Q57237852,dry stream bed,dry stream bed,dry stream bed,46,7,39,15.22,84.78
Q572835,,,,1,0,1,0.0,100.0
Q57305,trade fair,trade fair,промышленная ярмарка,1,1,0,100.0,0.0
Q57315360,necked bowl lute sounded by plectrum,necked bowl lute sounded by plectrum,necked bowl lute sounded by plectrum,1,0,1,0.0,100.0
Q573344,,,,1,1,0,100.0,0.0
Q57346,defensive wall,defensive wall,городские стены,1,0,1,0.0,100.0
Q5737,burial mound,Қорған,курган,13,9,4,69.23,30.77
Q57494273,short track speed skating competition,short track speed skating competition,соревнование по шорт-треку,1,0,1,0.0,100.0
Q575759,,,,1,1,0,100.0,0.0
Q57598,national day,Тәуелсіздік күні,национальный праздник,2,2,0,100.0,0.0
Q57655560,corporation,corporation,американская корпорация,1,0,1,0.0,100.0
Q5770868,medieval city,Ортағасырлық қала,средневековый город,1,1,0,100.0,0.0
Q57733494,badminton event,badminton event,badminton event,385,0,385,0.0,100.0
Q57821,fortification,fortification,фортификационное сооружение,3,2,1,66.67,33.33
Q57831,fortress,қамал,крепость,15,7,8,46.67,53.33
Q580112,military district,Әскери Округ,военный округ,3,0,3,0.0,100.0
Q582577,economic policy,экономикалық саясат,экономическая политика,1,0,1,0.0,100.0
Q58840819,national rugby union team,national rugby union team,национальная сборная по регби,1,1,0,100.0,0.0
Q58841125,women's national rugby union team,women's national rugby union team,женская сборная страны по регби,1,0,1,0.0,100.0
Q58863414,female beauty pageant,female beauty pageant,женский конкурс красоты,1,1,0,100.0,0.0
Q588750,,,,1,1,0,100.0,0.0
Q58973026,rugby union governing body,rugby union governing body,rugby union governing body,1,0,1,0.0,100.0
Q591942,distributary,distributary,рукав реки,5,1,4,20.0,80.0
Q5926864,group of lakes,group of lakes,группа озёр,10,3,7,30.0,70.0
Q59541917,Wikimedia topic category,Wikimedia topic category,тематическая категория Викимедиа,1,0,1,0.0,100.0
Q60046086,,,,1,1,0,100.0,0.0
Q60176300,Eastern Orthodox eparchy,Eastern Orthodox eparchy,православная епархия,13,1,12,7.69,92.31
Q6017815,kishlak,Қыстау,кишлак,7,3,4,42.86,57.14
Q6017969,,,,1,1,0,100.0,0.0
Q604177,municipal archive,municipal archive,городские архивы,1,1,0,100.0,0.0
Q604435,microdistrict,Ықшам аудан,микрорайон (пост)советский,8,4,4,50.0,50.0
Q60754876,grade of an order,grade of an order,степень ордена,7,0,7,0.0,100.0
Q6129871,irrigation system,irrigation system,оросительная система,2,2,0,100.0,0.0
Q6138323,railway workshop,railway workshop,вагоноремонтное предприятие,2,0,2,0.0,100.0
Q6138528,political coalition,political coalition,политическая коалиция,1,0,1,0.0,100.0
Q614289,Pennysaver,Pennysaver,Газеты бесплатных объявлений,1,0,1,0.0,100.0
Q61441268,professional holiday,professional holiday,профессиональный праздник,2,1,1,50.0,50.0
Q6154783,UCI WorldTeam,UCI WorldTeam,UCI WorldTeam,1,1,0,100.0,0.0
Q61702941,national rugby sevens team,national rugby sevens team,national rugby sevens team,1,0,1,0.0,100.0
Q617839,apartment hotel,apartment hotel,апарт-отель,1,0,1,0.0,100.0
Q618123,geographical feature,Географиялық нысан,географический объект,5,1,4,20.0,80.0
Q618779,award,award,награда,18,10,8,55.56,44.44
Q61883,air force,Әскери-Әуе Күштері,военно-воздушные силы,2,1,1,50.0,50.0
Q61974339,esports team,esports team,киберспортивная команда,2,0,2,0.0,100.0
Q61983760,women’s sports competition,women’s sports competition,women’s sports competition,1,0,1,0.0,100.0
Q620045,apostolic nunciature,apostolic nunciature,апостольская нунциатура,1,0,1,0.0,100.0
Q620615,mobile app,мобильді қосымша,мобильное приложение,1,1,0,100.0,0.0
Q622439,small and medium enterprises,Шағын бизнес,малые и средние предприятия,1,0,1,0.0,100.0
Q623109,sports league,sports league,лига,5,0,5,0.0,100.0
Q62447,aerodrome,Аэродром,аэродром,18,12,6,66.67,33.33
Q6256,country,ел,страна,1,1,0,100.0,0.0
Q62589316,Wikidata property for an identifier that suggests notability,Wikidata property for an identifier that suggests notability,"свойство Викиданных для идентификатора, предполагающее значимость",2,0,2,0.0,100.0
Q625994,convention,convention,собрание,3,0,3,0.0,100.0
Q6266,nation,ұлт,нация,1,1,0,100.0,0.0
Q62832,observatory,обсерватория,обсерватория,2,0,2,0.0,100.0
Q631305,,,,2,1,1,50.0,50.0
Q63349598,women's national handball team,women's national handball team,женская сборная по гандболу,1,1,0,100.0,0.0
Q63364175,ice hockey federation,ice hockey federation,федерация хоккея,1,0,1,0.0,100.0
Q63416577,national volleyball team,national volleyball team,национальная сборная по волейболу,2,0,2,0.0,100.0
Q63418223,women’s national volleyball team,women’s national volleyball team,женская сборная страны по волейболу,5,1,4,20.0,80.0
Q637017,episcopal conference,episcopal conference,конференция католических епископов,1,0,1,0.0,100.0
Q63871189,Wikidata property related to sports teams/clubs,Wikidata property related to sports teams/clubs,"свойство Викиданных, относящееся к спортивным командам и клубам",1,0,1,0.0,100.0
Q64025381,women's national rugby sevens team,women's national rugby sevens team,women's national rugby sevens team,1,0,1,0.0,100.0
Q64027457,health by country or region,health by country or region,здоровье по странам и регионам,1,0,1,0.0,100.0
Q64027599,gas station chain,gas station chain,gas station chain,1,0,1,0.0,100.0
Q64027602,healthcare by country or region,healthcare by country or region,здравоохранение по стране или региону,1,1,0,100.0,0.0
Q640506,cabinet,Министрлер кабинеті,кабинет министров,1,1,0,100.0,0.0
Q641226,,,,2,2,0,100.0,0.0
Q644371,,,,4,4,0,100.0,0.0
Q645466,national coat of arms,national coat of arms,государственный герб,1,1,0,100.0,0.0
Q6456916,national economy,Ұлттық экономика,народное хозяйство,1,1,0,100.0,0.0
Q64728935,future event,future event,будущее событие,1,0,1,0.0,100.0
Q64801076,education in country or region,education in country or region,образование на территории,1,1,0,100.0,0.0
Q65007262,,,,3,2,1,66.67,33.33
Q6500733,,,,1,1,0,100.0,0.0
Q65149786,Asian Road Cycling Championships,Asian Road Cycling Championships,Чемпионат Азии по шоссейному велоспорту,2,0,2,0.0,100.0
Q654772,hostel,hostel,хостел,12,0,12,0.0,100.0
Q65553774,chain,chain,сеть,1,0,1,0.0,100.0
Q65583700,scientific institute,scientific institute,научный институт,3,3,0,100.0,0.0
Q6558431,coal-fired power station,coal-fired power station,угольная электростанция,10,2,8,20.0,80.0
Q65743816,Grand Prix,Grand Prix,гран-при,1,0,1,0.0,100.0
Q65770283,association football final,association football final,финал футбольного турнира,25,25,0,100.0,0.0
Q658255,subsidiary company,Еншілес қоғам,дочернее общество,3,0,3,0.0,100.0
Q6589202,interior ministry,interior ministry,министерство внутренних дел,1,1,0,100.0,0.0
Q6593141,Freedom of religion by country,Freedom of religion by country,Freedom of religion by country,1,0,1,0.0,100.0
Q659396,,,,1,1,0,100.0,0.0
Q661702,anabranch,anabranch,проток,2,1,1,50.0,50.0
Q6617741,WWF ecoregion,WWF ecoregion,WWF ecoregion,16,2,14,12.5,87.5
Q66344,central bank,Орталық банк,центральный банк,1,1,0,100.0,0.0
Q66374263,religion of an area,religion of an area,религия на территории,2,1,1,50.0,50.0
Q665487,diocese,diocese,диоцез,1,0,1,0.0,100.0
Q66715753,Wikimedia list of persons by position held,Wikimedia list of persons by position held,список людей по занимаемой должности,1,0,1,0.0,100.0
Q66737615,institute for medical research,institute for medical research,медицинский научный институт,1,0,1,0.0,100.0
Q66817758,national tennis team,national tennis team,сборная страны по теннису,1,0,1,0.0,100.0
Q66817784,Davis Cup team,Davis Cup team,сборная в Кубке Дэвиса,1,1,0,100.0,0.0
Q67515288,cinema by country or region,cinema by country or region,кинематограф территории,1,1,0,100.0,0.0
Q67608976,women's national under-17 association football team,women's national under-17 association football team,женская сборная страны по футболу до 17 лет,1,0,1,0.0,100.0
Q6867185,ministry of industry,ministry of industry,министерство промышленности,2,2,0,100.0,0.0
Q686984,civil disorder,жаппай тәртіпсіздіктер,массовые беспорядки,3,2,1,66.67,33.33
Q68800046,industrial disaster,industrial disaster,индустриальный инцидент,4,3,1,75.0,25.0
Q6881511,enterprise,Кәсіпорын,предприятие,57,38,19,66.67,33.33
Q689090,Kazakhstani National Road Cycling Championships,Kazakhstani National Road Cycling Championships,Чемпионат Казахстана по шоссейному велоспорту,22,0,22,0.0,100.0
Q691960,,,,1,1,0,100.0,0.0
Q69358181,human rights by country or territory,human rights by country or territory,права человека по странам или территориям,1,0,1,0.0,100.0
Q69359318,human trafficking by country or territory,human trafficking by country or territory,торговля людьми по стране или территории,1,1,0,100.0,0.0
Q695850,airbase,Авиациялық база,военный аэродром,7,3,4,42.86,57.14
Q6979593,national association football team,national association football team,сборная страны по футболу,6,1,5,16.67,83.33
Q6979657,national public health institute,national public health institute,national public health institute,1,0,1,0.0,100.0
Q69920471,bandy team,bandy team,команда по хоккею с мячом,2,1,1,50.0,50.0
Q699386,statutory corporation,statutory corporation,уставная корпорация,1,1,0,100.0,0.0
Q699405,dwelling,dwelling,жилище,1,1,0,100.0,0.0
Q70007648,national bandy team,national bandy team,сборная страны по хоккею с мячом,1,0,1,0.0,100.0
Q70008686,women's national bandy team,women's national bandy team,женская сборная страны по хоккею с мячом,1,0,1,0.0,100.0
Q701632,municipal council,municipal council,муниципальный совет,1,1,0,100.0,0.0
Q702492,,,,1,1,0,100.0,0.0
Q70363582,academies and institutes,academies and institutes,academies and institutes,4,4,0,100.0,0.0
Q70477194,mass vaccination,mass vaccination,mass vaccination,1,0,1,0.0,100.0
Q7075,library,кітапхана,библиотека,18,16,2,88.89,11.11
Q708676,charitable organization,charitable organization,благотворительная организация,1,1,0,100.0,0.0
Q7188,government,кабинет,правительство,1,1,0,100.0,0.0
Q7189622,physical plant,physical plant,промышленное предприятие,1,1,0,100.0,0.0
Q719642,panethnicity,panethnicity,панэтнос,1,1,0,100.0,0.0
Q7210356,political organization,political organization,политическая организация,2,2,0,100.0,0.0
Q7212557,zakaznik,қорықша,заказник,78,31,47,39.74,60.26
Q7251007,prostitution by region,prostitution by region,проституция на территории,1,0,1,0.0,100.0
Q726929,film archive,film archive,фильмотека,1,1,0,100.0,0.0
Q7278,political party,саяси партия,политическая партия,41,18,23,43.9,56.1
Q728904,,,,4,2,2,50.0,50.0
Q728937,railway line,railway line,железнодорожная линия,15,3,12,20.0,80.0
Q730038,credit institution,credit institution,кредитная организация,5,5,0,100.0,0.0
Q7315155,,,,2,2,0,100.0,0.0
Q734818,,,,1,1,0,100.0,0.0
Q736917,geological formation,geological formation,геологическая формация,10,2,8,20.0,80.0
Q7397,software,бағдарламалық жасақтама,программное обеспечение,1,0,1,0.0,100.0
Q740445,mountain ridge,Жон,кряж,21,3,18,14.29,85.71
Q74047,ghost town,елес қала,город-призрак,4,2,2,50.0,50.0
Q740752,transport company,transport company,транспортная компания,3,0,3,0.0,100.0
Q7415541,sanatorium,Шипажай,санаторий,1,0,1,0.0,100.0
Q744099,hillfort,hillfort,городище,29,24,5,82.76,17.24
Q744296,,,,1,1,0,100.0,0.0
Q744913,aviation accident,aviation accident,авиационный инцидент,4,3,1,75.0,25.0
Q746549,dish,dish,блюдо,2,2,0,100.0,0.0
Q748019,,,,1,1,0,100.0,0.0
Q74817647,aspect in a geographic region,aspect in a geographic region,аспект в географическом регионе,66,25,41,37.88,62.12
Q749565,structural basin,қазаншұңқыр,котловина,2,2,0,100.0,0.0
Q750215,mass murder,mass murder,массовое убийство,2,1,1,50.0,50.0
Q75054287,music by country or region,music by country or region,музыка территории,1,1,0,100.0,0.0
Q75179296,ice hockey league,ice hockey league,хоккейная лига,2,1,1,50.0,50.0
Q751876,,,,1,1,0,100.0,0.0
Q7543083,,,,6,6,0,100.0,0.0
Q75520,plateau,Үстірт,плато,9,5,4,55.56,44.44
Q756102,,,,1,1,0,100.0,0.0
Q757292,border checkpoint,border checkpoint,пункт пропуска через государственную границу,69,0,69,0.0,100.0
Q7614320,finance minister,finance minister,министр финансов,1,0,1,0.0,100.0
Q76212517,café chain,café chain,сеть кофеен,1,0,1,0.0,100.0
Q76213285,clothing store chain,clothing store chain,clothing store chain,1,0,1,0.0,100.0
Q7625093,structure fire,structure fire,пожар постройки,1,0,1,0.0,100.0
Q766875,ethnic conflict,Ұлтаралық қақтығыс,межэтнический конфликт,1,1,0,100.0,0.0
Q7688,,,,1,1,0,100.0,0.0
Q7692354,,,,1,1,0,100.0,0.0
Q769696,national minority,national minority,национальное меньшинство,1,0,1,0.0,100.0
Q77115,,,,2,0,2,0.0,100.0
Q771444,,,,12,11,1,91.67,8.33
Q772547,armed forces,ұлттық қарулы күштер,вооружённые силы,1,1,0,100.0,0.0
Q7755,constitution,конституция,конституция,1,1,0,100.0,0.0
Q7834916,transport corridor,transport corridor,Международный транспортный коридор,1,0,1,0.0,100.0
Q783794,company,фирма,компания,7,4,3,57.14,42.86
Q784159,,,,2,0,2,0.0,100.0
Q7843791,consulate,consulate,консульство,1,0,1,0.0,100.0
Q785020,sedimentary basin,sedimentary basin,бассейн полезного ископаемого,3,3,0,100.0,0.0
Q785952,bathhouse,bathhouse,общественная баня,2,2,0,100.0,0.0
Q786820,automobile manufacturer,automobile manufacturer,автопроизводитель,1,0,1,0.0,100.0
Q7884789,toponym,топоним,топоним,1,0,1,0.0,100.0
Q79007,street,көше,улица,1250,1232,18,98.56,1.44
Q7930989,city or town,қала/қалашық,город,5,5,0,100.0,0.0
Q7944,earthquake,Жер сілкіну,землетрясение,2,0,2,0.0,100.0
Q79854,Communist Party of the Soviet Union,Кеңес Одағы Коммунистік Партиясы,Коммунистическая партия Советского Союза,1,1,0,100.0,0.0
Q799000,breast badge,breast badge,нагрудный знак,5,3,2,60.0,40.0
Q79913,non-governmental organization,Үкіметтік емес ұйымдар,общественная организация,5,1,4,20.0,80.0
Q80096233,Wikimedia information list,Wikimedia information list,информационный список,3,3,0,100.0,0.0
Q8016240,trial,trial,судебный процесс,1,1,0,100.0,0.0
Q8031011,women's national team,women's national team,женская сборная команда,1,0,1,0.0,100.0
Q8065,natural disaster,Тілсіз қияпат,стихийное бедствие,2,1,1,50.0,50.0
Q8068,flood,топан су,наводнение,2,2,0,100.0,0.0
Q810808,batholith,Батолит,Батолит,2,0,2,0.0,100.0
Q811102,type of building,type of building,тип здания,1,1,0,100.0,0.0
Q811534,remarkable tree,remarkable tree,примечательное дерево,2,0,2,0.0,100.0
Q811582,construction ministry,construction ministry,министерство строительства,1,1,0,100.0,0.0
Q811704,rolling stock class,rolling stock class,тип подвижного состава,1,0,1,0.0,100.0
Q811979,architectural structure,Ғимарат,сооружение,13,5,8,38.46,61.54
Q813672,,,,2,2,0,100.0,0.0
Q81391454,theatre of an area,theatre of an area,театр на территории,1,1,0,100.0,0.0
Q8142,currency,валюта,валюта,1,1,0,100.0,0.0
Q8171,word,сөз,слово,1,1,0,100.0,0.0
Q82046811,print book format,print book format,формат печатной книги,1,1,0,100.0,0.0
Q820477,mine,кенорын,рудник,45,11,34,24.44,75.56
Q820655,statute,заң,закон,1,1,0,100.0,0.0
Q82794,region,аймақ,географический регион,16,5,11,31.25,68.75
Q82821,tradition,салт-дәстүр,традиция,5,4,1,80.0,20.0
Q831663,military campaign,әскери кампания,военная кампания,1,1,0,100.0,0.0
Q83283600,Asian Road Cycling Championships - Men RR,Asian Road Cycling Championships - Men RR,Чемпионат Азии по шоссейному велоспорту - групповая гонка (мужчины),2,0,2,0.0,100.0
Q83283604,Asian Road Cycling Championships - Men ITT,Asian Road Cycling Championships - Men ITT,Чемпионат Азии по шоссейному велоспорту - индивидуальная гонка (мужчины),2,0,2,0.0,100.0
Q83283607,Asian Road Cycling Championships - Men U23 RR,Asian Road Cycling Championships - Men U23 RR,Чемпионат Азии по шоссейному велоспорту - групповая гонка (мужчины U23),2,0,2,0.0,100.0
Q83283610,Asian Road Cycling Championships - Men U23 ITT,Asian Road Cycling Championships - Men U23 ITT,Чемпионат Азии по шоссейному велоспорту - индивидуальная гонка (мужчины U23),2,0,2,0.0,100.0
Q83328,Turkic peoples,Түркілер,тюрки,1,1,0,100.0,0.0
Q83405,factory,Фабрика,фабрика,9,6,3,66.67,33.33
Q83620,thoroughfare,thoroughfare,путь сообщения,20,0,20,0.0,100.0
Q836672,,,,18,18,0,100.0,0.0
Q83741704,COVID-19 pandemic by country and territory,COVID-19 pandemic by country and territory,пандемия COVID-19 в 2019-2020 гг. по странам и территориям,1,0,1,0.0,100.0
Q838948,,,,1,0,1,0.0,100.0
Q839954,archaeological site,Археологиялық ескерткіштер,археологический памятник,71,59,12,83.1,16.9
Q841654,competition,competition,соревнование,1,1,0,100.0,0.0
Q8432,civilization,Шағын өркениеттер,цивилизация,1,1,0,100.0,0.0
Q843214,internationalized country code top-level domain,internationalized country code top-level domain,национальный домен верхнего уровня в национальной кодировке,1,1,0,100.0,0.0
Q8436,family,отбасы,семья,2,2,0,100.0,0.0
Q8463186,national association football cup,national association football cup,кубок страны по футболу,1,1,0,100.0,0.0
Q847017,sports club,sports club,спортивный клуб,13,6,7,46.15,53.85
Q847906,online magazine,online magazine,интернет-журнал,1,0,1,0.0,100.0
Q84860894,puppetry building,puppetry building,puppetry building,2,0,2,0.0,100.0
Q8502,mountain,тау,гора,1381,807,574,58.44,41.56
Q850292,Grand Prix motorcycle racing,Grand Prix motorcycle racing,Чемпионат мира по мотогонкам Гран-при,1,0,1,0.0,100.0
Q8514,desert,Шөл,пустыня,24,14,10,58.33,41.67
Q856234,academic library,academic library,научная библиотека,2,1,1,50.0,50.0
Q856564,library association,library association,библиотечная ассоциация,1,0,1,0.0,100.0
Q860861,sculpture,sculpture,скульптура,5,2,3,40.0,60.0
Q862571,petroleum industry,мұнай өнеркәсібі,нефтяная промышленность,1,0,1,0.0,100.0
Q865588,committee,комитет,комитет,6,4,2,66.67,33.33
Q867570,Cyrillic-script alphabet,Cyrillic-script alphabet,алфавиты на основе кириллицы,1,0,1,0.0,100.0
Q868557,music festival,музыкалық фестиваль,музыкальный фестиваль,2,1,1,50.0,50.0
Q87167,manuscript,manuscript,рукопись,1,0,1,0.0,100.0
Q872181,scouting,Скаутизм,скауты,1,0,1,0.0,100.0
Q87415039,accrediting body,accrediting body,орган по аккредитации,5,0,5,0.0,100.0
Q875538,public university,public university,общественный университет,3,2,1,66.67,33.33
Q878223,highland,highland,нагорье,1,1,0,100.0,0.0
Q879146,Christian denomination,Christian denomination,христианская конфессия,1,0,1,0.0,100.0
Q88372,esplanade,esplanade,эспланада,1,0,1,0.0,100.0
Q891723,public company,Қоғамдық компания,публичная компания,11,10,1,90.91,9.09
Q89578131,radar station,radar station,radar station,1,0,1,0.0,100.0
Q9019918,endorheic lake,Ағынсыз көлдер,бессточное озеро,3,3,0,100.0,0.0
Q902104,private university,private university,частный университет,2,1,1,50.0,50.0
Q902814,border city,border city,приграничный город,3,3,0,100.0,0.0
Q907698,prospekt,даңғыл,проспект,7,6,1,85.71,14.29
Q909459,counter-terrorism,counter-terrorism,контртерроризм,1,0,1,0.0,100.0
Q9096832,,,,1,1,0,100.0,0.0
Q913703,Kazakh alphabet,Қазақ әліпбиі,казахская письменность,1,0,1,0.0,100.0
Q91396496,,,,1,1,0,100.0,0.0
Q917182,military academy,Әскери академия,военная академия,1,1,0,100.0,0.0
